Wavenumber,Transmission
cm^{-1},a.u.
3068.7006,0.74807
3067.7362,0.74876
3066.7718,0.74936
3065.8074,0.75035
3064.843,0.75163
3063.8787,0.75297
3062.9142,0.7546
3061.9499,0.75667
3060.9855,0.75835
3060.0211,0.75939
3059.0567,0.76018
3058.0923,0.76122
3057.1279,0.7626
3056.1635,0.76448
3055.1991,0.7666
3054.2347,0.76833
3053.2703,0.76932
3052.3059,0.77016
3051.3415,0.77189
3050.3771,0.77367
3049.4127,0.77412
3048.4484,0.77416
3047.484,0.77525
3046.5196,0.77664
3045.5552,0.77812
3044.5908,0.77995
3043.6264,0.78123
3042.662,0.78187
3041.6976,0.78326
3040.7332,0.78504
3039.7688,0.78573
3038.8044,0.78593
3037.84,0.78682
3036.8756,0.78756
3035.9112,0.78766
3034.9468,0.78845
3033.9824,0.79042
3033.0181,0.79215
3032.0537,0.79265
3031.0893,0.79265
3030.1249,0.79304
3029.1605,0.79388
3028.1961,0.79448
3027.2317,0.79477
3026.2673,0.79546
3025.3029,0.79665
3024.3385,0.79818
3023.3741,0.79947
3022.4097,0.79976
3021.4453,0.79947
3020.4809,0.79971
3019.5165,0.80065
3018.5521,0.80164
3017.5878,0.80243
3016.6234,0.80312
3015.659,0.80401
3014.6946,0.8048
3013.7302,0.80495
3012.7658,0.8048
3011.8014,0.8049
3010.837,0.8049
3009.8726,0.80456
3008.9082,0.80451
3007.9438,0.80466
3006.9794,0.80436
3006.015,0.80451
3005.0506,0.80545
3004.0862,0.80609
3003.1218,0.80619
3002.1575,0.80648
3001.1931,0.80762
3000.2287,0.80925
2999.2643,0.8095
2998.2999,0.80787
2997.3355,0.80658
2996.3711,0.80614
2995.4067,0.8055
2994.4423,0.80456
2993.4779,0.80377
2992.5135,0.80337
2991.5491,0.80332
2990.5847,0.80263
2989.6203,0.80139
2988.6559,0.80115
2987.6916,0.80179
2986.7272,0.80189
2985.7628,0.8008
2984.7984,0.79863
2983.834,0.7963
2982.8696,0.79438
2981.9052,0.79255
2980.9408,0.79008
2979.9764,0.78721
2979.012,0.78469
2978.0476,0.78291
2977.0832,0.78168
2976.1188,0.78069
2975.1544,0.77945
2974.19,0.77812
2973.2256,0.77718
2972.2613,0.77565
2971.2969,0.77293
2970.3325,0.77001
2969.3681,0.76799
2968.4037,0.76685
2967.4393,0.76591
2966.4749,0.76458
2965.5105,0.76275
2964.5461,0.76097
2963.5817,0.75944
2962.6173,0.75781
2961.6529,0.75657
2960.6885,0.75637
2959.7241,0.75697
2958.7597,0.75746
2957.7953,0.75761
2956.831,0.75786
2955.8666,0.75855
2954.9022,0.75998
2953.9378,0.76216
2952.9734,0.76458
2952.009,0.7666
2951.0446,0.76784
2950.0802,0.76828
2949.1158,0.76789
2948.1514,0.76705
2947.187,0.76646
2946.2226,0.76576
2945.2582,0.76418
2944.2938,0.76181
2943.3294,0.75954
2942.365,0.75786
2941.4007,0.75642
2940.4363,0.75489
2939.4719,0.75306
2938.5075,0.75094
2937.5431,0.74931
2936.5787,0.74827
2935.6143,0.74748
2934.6499,0.74733
2933.6855,0.74758
2932.7211,0.74788
2931.7567,0.74842
2930.7923,0.74891
2929.8279,0.74946
2928.8635,0.75059
2927.8991,0.75168
2926.9347,0.75188
2925.9704,0.75178
2925.006,0.75178
2924.0416,0.75212
2923.0772,0.75292
2922.1128,0.75445
2921.1484,0.75652
2920.184,0.75761
2919.2196,0.75731
2918.2552,0.75692
2917.2908,0.75692
2916.3264,0.75682
2915.362,0.75667
2914.3976,0.75657
2913.4332,0.75633
2912.4688,0.75647
2911.5044,0.75721
2910.5401,0.7583
2909.5757,0.75974
2908.6113,0.76097
2907.6469,0.76146
2906.6825,0.76156
2905.7181,0.76216
2904.7537,0.7629
2903.7893,0.763
2902.8249,0.76305
2901.8605,0.76364
2900.8961,0.76428
2899.9317,0.76443
2898.9673,0.76389
2898.0029,0.76265
2897.0386,0.76132
2896.0741,0.76033
2895.1098,0.75934
2894.1454,0.75815
2893.181,0.75682
2892.2166,0.75578
2891.2522,0.75494
2890.2878,0.7545
2889.3234,0.7546
2888.359,0.7545
2887.3946,0.7539
2886.4302,0.75376
2885.4658,0.75356
2884.5014,0.75257
2883.537,0.75173
2882.5726,0.75114
2881.6083,0.74985
2880.6438,0.74827
2879.6795,0.74728
2878.7151,0.74624
2877.7507,0.74506
2876.7863,0.74407
2875.8219,0.74298
2874.8575,0.74209
2873.8931,0.74229
2872.9287,0.74313
2871.9643,0.74372
2870.9999,0.74422
2870.0355,0.74496
2869.0711,0.74575
2868.1067,0.74694
2867.1423,0.74852
2866.1779,0.75035
2865.2135,0.75282
2864.2492,0.75578
2863.2848,0.75835
2862.3204,0.76028
2861.356,0.76235
2860.3916,0.76522
2859.4272,0.76823
2858.4628,0.77066
2857.4984,0.77278
2856.534,0.77466
2855.5696,0.77634
2854.6052,0.77837
2853.6408,0.78069
2852.6764,0.78276
2851.712,0.78504
2850.7476,0.78726
2849.7833,0.78845
2848.8189,0.78953
2847.8545,0.79181
2846.8901,0.79452
2845.9257,0.7964
2844.9613,0.79798
2843.9969,0.80016
2843.0325,0.80263
2842.0681,0.80436
2841.1037,0.80475
2840.1393,0.8053
2839.1749,0.80698
2838.2105,0.80871
2837.2461,0.8094
2836.2818,0.8096
2835.3173,0.81034
2834.353,0.81162
2833.3886,0.81311
2832.4242,0.81419
2831.4598,0.81474
2830.4954,0.81518
2829.531,0.81602
2828.5666,0.81701
2827.6022,0.8178
2826.6378,0.81829
2825.6734,0.81859
2824.709,0.81948
2823.7446,0.82151
2822.7802,0.82378
2821.8158,0.82492
2820.8515,0.82546
2819.887,0.82595
2818.9227,0.8263
2817.9583,0.82699
2816.9939,0.82803
